번호,ID,문제 파일명,정답 파일명,출처,연도,과목,단원,관련 과목,정답률,난이도,답
"767","02f13ab6-5cb8-4f4a-88ac-5c11accce34c","정법229.png","정법229-a.png","2020학년도 6월 모평 20번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","43","중","3"
"768","7725dfe7-37cf-49ee-9666-65cc5a9c0e2f","정법228.png","정법228-a.png","2020년 7월 학평 10번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","84","하","1"
"769","11cdf9f9-5e7f-43a6-b9fe-e9edda228d68","정법227.png","정법227-a.png","2017년 4월 학평 5번","2017","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","67","하","3"
"770","ac9fc7c9-209d-4697-9f37-78ed05011f6a","정법226.png","정법226-a.png","2018학년도 6월 모평 11번","2018","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","73","하","4"
"771","7f95de35-78eb-4551-8971-8a43ce19e3d3","정법225.png","정법225-a.png","2020학년도 9월 모평 2번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","69","하","1"
"772","71d26b28-100b-421a-8b95-c244ed441ce8","정법224.png","정법224-a.png","2019년 10월 학평 3번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","79","하","1"
"773","59982303-dac7-4466-aa7a-3d1c179c4542","정법223.png","정법223-a.png","2021년 7월 학평 11번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","87","하","2"
"774","329b630e-f1cd-4a38-8281-287da402e5df","정법222.png","정법222-a.png","2019학년도 6월 모평 6번 ","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","70","하","4"
"775","bff56373-6707-44ea-a2d9-b24810cfc429","정법221.png","정법221-a.png","2017학년도 9월 모평 5번","2017","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","94","하","5"
"776","b0ad7ea3-f751-4bc7-9dbb-b7ac23e5b52c","정법220.png","정법220-a.png","2017학년도 수능 3번","2017","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","88","하","2"
"777","c82820a5-3034-4b1a-a0c0-8552e90b7451","정법219.png","정법219-a.png","2015년 10월 학평 13번","2015","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","70","하","5"
"778","1f39227b-2f19-4785-aeb3-7c53df5c793c","정법218.png","정법218-a.png","2021년 4월 학평 4번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","74","하","2"
"779","9f600d5b-6595-4edb-a099-62e55efd329e","정법217.png","정법217-a.png","2021학년도 9월 모평 9번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","78","하","2"
"780","457d1063-4642-4e27-986a-8ceb8a612d21","정법216.png","정법216-a.png","2020년 4월 학평 12번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","96","하","3"
"781","703b315e-7b62-4a89-8d41-42f3fbb1aa3a","정법215.png","정법215-a.png","2022학년도 수능 10번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","94","하","4"
"782","8c024028-570b-45d9-857e-00f448725c64","정법214.png","정법214-a.png","2020년 7월 학평 13번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","86","하","3"
"783","b12ac2b4-6eb6-4eb5-bba0-5ddc807d4480","정법213.png","정법213-a.png","2025학년도 수능 9번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","69","하","5"
"784","a9904139-e7d4-4817-b554-c0c633662369","정법212.png","정법212-a.png","2025학년도 수능 8번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","56","중","2"
"785","26328d7a-fd61-4179-ad5a-506f338a5fa4","정법211.png","정법211-a.png","2024년 10월 학평 13번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","84","하","1"
"786","7c878af7-869a-46cc-a257-631de68f69ad","정법210.png","정법210-a.png","2024년 10월 학평 19번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","80","하","3"
"787","363e9aa0-7ed3-486a-b8d8-5ff44e08fcd0","정법209.png","정법209-a.png","2025학년도 9월 모평 7번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","78","하","3"
"788","49042ad5-9bcd-41d1-a8c6-041bed5af9f4","정법208.png","정법208-a.png","2025학년도 9월 모평 5번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","42","중","2"
"789","fad05d1f-73ff-43a1-9e6f-9f53f5f3325e","정법207.png","정법207-a.png","2021학년도 6월 모평 5번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","67","하","1"
"790","3b641d59-063c-46ac-af39-548683d19024","정법206.png","정법206-a.png","2022년 3월 학평 7번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","70","하","2"
"791","f24e4a21-9c5a-4e78-8f25-d094ef4b4b21","정법205.png","정법205-a.png","2021년 7월 학평 17번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","90","하","4"
"792","c7f32919-9594-44dd-b6c4-64f58cd33121","정법204.png","정법204-a.png","2024학년도 9월 모평 6번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","76","하","4"
"793","31a30eca-aeb8-45be-abb2-757c78b07f11","정법203.png","정법203-a.png","2022학년도 9월 모평 7번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","82","하","3"
"794","2e9ac86b-a79f-432e-a970-b2ad239d86eb","정법202.png","정법202-a.png","2020학년도 6월 모평 7번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","32","상","4"
"795","8ec1ddf5-a829-4931-af4b-59f7ff9193e1","정법201.png","정법201-a.png","2024학년도 수능 6번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","40","상","1"
"796","294503a8-1dfc-4439-b038-75c7fcb584f0","정법200.png","정법200-a.png","2018년 3월 학평 12번","2018","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","46","중","1"
"797","9af856cb-454c-451f-8104-a361b1f3c746","정법199.png","정법199-a.png","2021년 7월 학평 8번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","57","중","4"
"798","f4c4ddc8-1029-4494-baa4-cdfc3202f4d1","정법198.png","정법198-a.png","2019년 10월 학평 19번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","54","중","2"
"799","99b7168b-1f31-4178-8b30-3113c8ee4004","정법197.png","정법197-a.png","2020년 7월 학평 6번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","52","중","1"
"800","d6d831ab-808d-4e33-b0bd-035f3aa175a5","정법196.png","정법196-a.png","2024학년도 9월 모평 8번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","44","중","2"
"801","f4e7ddc4-030c-4c43-9568-87afe56f86fe","정법195.png","정법195-a.png","2023학년도 수능 19번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","46","중","4"
"802","bc557236-5c48-46ee-8757-30fbf6ae6d53","정법194.png","정법194-a.png","2023년 4월 학평 6번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","58","중","5"
"803","e9b62b56-3bde-47f9-ba9a-22e162b2b458","정법193.png","정법193-a.png","2018년 4월 학평 11번","2018","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","60","중","4"
"804","516bd5ef-28a5-49ec-89a0-6a52ccc89265","정법192.png","정법192-a.png","2025학년도 6월 모평 4번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","58","중","2"
"805","fc6e2dac-45ff-420a-a725-a187abc4d845","정법191.png","정법191-a.png","2023년 3월 학평 9번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","64","하","1"
"806","093be524-e482-491a-bf9a-7941eac6b1ba","정법190.png","정법190-a.png","2017학년도 9월 모평 9번","2017","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","76","하","3"
"807","847b722c-5866-4c47-a8ee-ba3576a7afea","정법189.png","정법189-a.png","2023년 10월 학평 13번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","75","하","1"
"808","074cf6eb-623b-4141-bbda-155a460aaa49","정법188.png","정법188-a.png","2024년 7월 학평 6번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","71","하","5"
"809","14a86eec-64c7-4dde-ad62-917ddff2424b","정법187.png","정법187-a.png","2021년 10월 학평 5번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","77","하","4"
"810","784e9c01-5952-46d3-ae8a-bd7bbf61e3b4","정법186.png","정법186-a.png","2022학년도 9월 모평 4번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","45","중","4"
"811","c6fcdcf8-34dc-4808-a9f1-284e7f56f568","정법185.png","정법185-a.png","2021학년도 수능 2번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","55","중","3"
"812","a3587518-f64e-4e68-941d-c4422ef13379","정법184.png","정법184-a.png","2020년 10월 학평 16번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","65","하","5"
"813","4c092525-4e63-48f7-b9b4-f93fd85e4054","정법183.png","정법183-a.png","2021년 3월 학평 2번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","67","하","4"
"814","b77bad16-8cf9-41a8-ab4a-99ae2950efc0","정법182.png","정법182-a.png","2022년 3월 학평 2번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","55","중","1"
"815","048099ce-d87e-4b9c-8d75-f8d57c3668b4","정법181.png","정법181-a.png","2023학년도 9월 모평 9번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","73","하","5"
"816","798e00f7-c848-4fc1-a3ed-66c4cf7fa2a5","정법180.png","정법180-a.png","2020년 3월 학평 12번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","66","하","2"
"817","0fd51942-9bb5-4e2b-91ee-38659ac93415","정법179.png","정법179-a.png","2021학년도 9월 모평 6번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","65","하","2"
"818","c2213905-7155-4aa9-9225-471c590540f1","정법178.png","정법178-a.png","2020년 4월 학평 6번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","67","하","3"
"819","b0b823b4-036d-43cd-9b0c-2b3b48b7adc0","정법177.png","정법177-a.png","2024학년도 6월 모평 13번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","68","하","5"
"820","8ac58a00-faa6-4c24-80e1-1ed82a017546","정법176.png","정법176-a.png","2021년 4월 학평 2번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","81","하","3"
"821","f054fcc4-09dc-4a0c-bc2c-dff005544af3","정법175.png","정법175-a.png","2024년 3월 학평 3번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","75","하","3"
"822","073c728a-2209-4cfa-aa7a-e393daaea453","정법174.png","정법174-a.png","2023년 7월 학평 3번 ","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","79","하","5"
"823","7e7f57ac-81a6-4841-a9e1-f344574fe6ab","정법173.png","정법173-a.png","2024학년도 6월 모평 9번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","53","중","1"
"824","a3c4f522-2d14-4740-b229-7bbe048fa463","정법172.png","정법172-a.png","2023년 3월 학평 6번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","55","중","2"
"825","d7da1414-b35e-4778-ae4a-82951e6bd2e1","정법171.png","정법171-a.png","2025학년도 6월 모평 7번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","54","중","1"
"826","0befee02-8501-4a03-883a-9bfae0296a70","정법170.png","정법170-a.png","2024년 7월 학평 14번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","59","중","1"
"827","4ec1f2a6-e504-476c-a298-4d1449c28cb7","정법169.png","정법169-a.png","2023년 4월 학평 9번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","34","상","5"
"828","9576fe6f-c8aa-40a1-bed6-ea713a721017","정법168.png","정법168-a.png","2024학년도 수능 9번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","28","상","2"
"829","60d56d86-28c6-4ff3-a863-ab913ec0abbd","정법167.png","정법167-a.png","2021년 4월 학평 10번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","71","하","4"
"830","cec704b0-9747-4065-ad10-457d4803db81","정법166.png","정법166-a.png","2021년 7월 학평 14번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","60","중","5"
"831","a9158cd2-4674-44f3-a669-7284e8a4ee55","정법165.png","정법165-a.png","2022년 4월 학평 8번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","63","하","5"
"832","5b20ed2d-4be5-412c-8d89-d47661f0c118","정법164.png","정법164-a.png","2023학년도 수능 8번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","35","상","3"
"833","8fc843f3-ba86-45b7-b35c-164e50e345d2","정법163.png","정법163-a.png","2022년 3월 학평 3번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","53","중","1"
"834","3ce434e8-152c-488d-a6cc-6d9e3f0aeca2","정법162.png","정법162-a.png","2022학년도 9월 모평 8번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","69","하","4"
"835","ae686261-f24d-4981-83d0-d07b0e32e761","정법161.png","정법161-a.png","2021년 10월 학평 8번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","66","하","4"
"836","577832bb-e1da-4a29-900c-9198e220a54e","정법160.png","정법160-a.png","2022년 7월 학평 6번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","64","하","5"
"837","0c95807f-3d6d-4a78-88e0-d9c8ae8a6a66","정법159.png","정법159-a.png","2021학년도 수능 9번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","47","중","1"
"838","cc390eb3-a0e8-4c2a-8bbc-bad28e9bd7cd","정법158.png","정법158-a.png","2024학년도 9월 모평 9번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","40","상","4"
"839","f21757cf-7dfc-4e8a-afcf-4489294e4690","정법157.png","정법157-a.png","2019학년도 수능 4번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","69","하","3"
"840","32e998df-9389-4f8c-8354-d57b8a50cac1","정법156.png","정법156-a.png","2023학년도 6월 모평 9번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","49","중","2"
"841","0bc6e077-7f5c-469a-b769-59ff66372c1a","정법155.png","정법155-a.png","2021년 3월 학평 5번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","54","중","1"
"842","fb535465-b3e7-428e-8bf8-7018ff5353ef","정법154.png","정법154-a.png","2024년 3월 학평 12번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","62","하","3"
"843","de920ff2-6df4-4753-9eed-9d4f0c12a19e","정법153.png","정법153-a.png","2024년 4월 학평 10번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","67","하","5"
"844","f79ed40e-63ea-4c60-8ebf-446d0163bbc2","정법152.png","정법152-a.png","2020년 7월 학평 16번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","63","하","2"
"845","5db8a20d-56dc-4459-9c64-a0213005d8e5","정법151.png","정법151-a.png","2022학년도 6월 모평 7번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","71","하","3"
"846","00c6d71b-4edc-4163-9ef3-f451478e73fe","정법150.png","정법150-a.png","2022학년도 수능 8번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","88","하","2"
"847","c7e6aadf-edd7-4371-aadd-99841ef6fdce","정법149.png","정법149-a.png","2022년 10월 학평 5번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","72","하","2"
"848","37c7aff1-f7cb-41e7-b3c3-aa7b97e10afe","정법148.png","정법148-a.png","2021학년도 9월 모평 7번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","76","하","3"
"849","7ff40774-9038-49a5-af42-20ce5cc5e1fd","정법147.png","정법147-a.png","2020년 10월 학평 6번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","77","하","1"
"850","a49b0a36-e741-4fb4-93a4-7dc6d15654e1","정법146.png","정법146-a.png","2023학년도 9월 모평 7번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","87","하","4"
"851","e98f5ac7-ea20-4f7a-b54b-bda05bf4a675","정법145.png","정법145-a.png","2023년 10월 학평 15번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","86","하","4"
"852","a03429be-3302-4b2a-be3e-fa51a8ee9476","정법144.png","정법144-a.png","2019학년도 9월 모평 5번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","31","상","5"
"853","5852f272-9378-42bb-9ed4-a04600a519e5","정법143.png","정법143-a.png","2021학년도 6월 모평 9번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","42","중","2"
"854","ec536fe8-69e8-456d-903f-4fc8c4932473","정법142.png","정법142-a.png","2018년 4월 학평 14번","2018","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","53","중","2"
"855","f2ee373d-80de-4065-9bd2-decc9c777610","정법141.png","정법141-a.png","2019년 7월 학평 5번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","47","중","5"
"856","b0888c13-ce94-4abe-b6aa-0bde4eb3c124","정법140.png","정법140-a.png","2022년 10월 학평 13번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","73","하","4"
"857","eed9dec9-3e08-47e1-8433-cbef2521ac4b","정법139.png","정법139-a.png","2024년 4월 학평 19번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","71","하","3"
"858","2c1ca568-6273-42af-835d-7c12aecb8264","정법138.png","정법138-a.png","2023학년도 6월 모평 8번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","57","중","5"
"859","2ef1f2d7-9ff0-49ae-ac54-04e7e89b1d11","정법137.png","정법137-a.png","2022학년도 수능 5번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","87","하","4"
"860","11647042-4c36-4097-a7e6-41482102f834","정법136.png","정법136-a.png","2019학년도 6월 모평 13번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","28","상","3"
"861","26c4780c-0c8d-40ba-bbae-fc3a85fbaa48","정법135.png","정법135-a.png","2022학년도 6월 모평 12번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","64","하","1"
"862","fdb363fb-9279-46ed-b5cd-62d3eb52f9ab","정법134.png","정법134-a.png","2022년 4월 학평 6번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","40","상","3"
"863","aceb6263-cf95-4c22-942e-c1bd99b2c6ca","정법133.png","정법133-a.png","2018년 10월 학평 17번","2018","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","58","중","5"
"864","7bc53b06-f941-4a7d-9c75-f201ad981670","정법132.png","정법132-a.png","2022년 7월 학평 7번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","57","중","3"
"865","ff6ab2ad-a1b2-4949-8ab6-34b4348eb121","정법131.png","정법131-a.png","2025학년도 수능 3번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","86","하","1"
"866","0e9674b2-9540-4dc9-9049-01aeeccef965","정법130.png","정법130-a.png","2024년 10월 학평 5번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","76","하","5"
"867","7bc299ff-87bc-4964-b1fa-b7cadf9ae151","정법129.png","정법129-a.png","2025학년도 9월 모평 3번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","93","하","1"
"868","8edfaa7b-d218-4d5d-bec9-5429c420a6b0","정법128.png","정법128-a.png","2020학년도 6월 모평 6번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","70","하","4"
"869","8654926a-cc07-476e-bb3f-581710ab415e","정법127.png","정법127-a.png","2019년 7월 학평 14번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","52","중","3"
"870","a9da7c58-9dc5-4fa8-a897-bc1d33a389f3","정법126.png","정법126-a.png","2024학년도 수능4번 ","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","52","중","3"
"871","5953bc16-e09a-4c1b-9c1a-a670e8bf0011","정법125.png","정법125-a.png","2020년 7월 학평 4번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","82","하","1"
"872","d44bf01c-0a88-418c-b64a-5e5ea2a89b69","정법124.png","정법124-a.png","2022년 7월 학평 20번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","66","하","3"
"873","883521d4-68c1-413b-8181-5bab86f8ef98","정법123.png","정법123-a.png","2014학년도 9월 모평 5번","2014","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","94","하","5"
"874","932c9f62-f489-4adf-87c2-b401d3ee98b2","정법122.png","정법122-a.png","2021년 3월 학평 18번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","66","하","5"
"875","41c2e02d-bd52-4b81-89e5-ef5871c2a88c","정법121.png","정법121-a.png","2018년 3월 학평 17번","2018","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","39","중","1"
"876","2f08c2c6-832f-48bf-9bbd-7572306b3b06","정법120.png","정법120-a.png","2023년 3월 학평 5번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","53","중","3"
"877","82002c1b-9561-43fa-b061-2bf357d3e89d","정법119.png","정법119-a.png","2023년 7월 학평 2번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","69","하","4"
"878","3a91a86f-77bd-46a5-8f31-9b39e02e4d88","정법118.png","정법118-a.png","2025학년도 6월 모평 6번","2025","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","84","하","4"
"879","a872b9af-20f6-4dbb-ba80-f4d59c6ca504","정법117.png","정법117-a.png","2022학년도 6월 모평6번 ","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","80","하","4"
"880","e3e8956e-1dd6-47eb-b319-b52a79417626","정법116.png","정법116-a.png","2022년 3월 학평 19번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","53","중","5"
"881","e4e27dfc-f66e-4647-b876-52165ba69883","정법115.png","정법115-a.png","2023년 4월 학평 4번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","79","하","2"
"882","0f10f87f-3627-4494-8e70-68d4c30a490c","정법114.png","정법114-a.png","2022학년도 수능 4번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","80","하","1"
"883","79cc663c-e920-4e04-847b-3c2f13ee81e2","정법113.png","정법113-a.png","2023년 10월 학평 2번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","89","하","4"
"884","28417aca-8ea0-4118-b24e-aad412072378","정법112.png","정법112-a.png","2021년 10월 학평 3번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","68","하","5"
"885","69e95709-0aed-42f5-aa50-99c6da0d2f7a","정법111.png","정법111-a.png","2023학년도 6월 모평 3번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","66","하","5"
"886","fa059a0a-05a2-4d7d-b94a-103d10dfa97a","정법110.png","정법110-a.png","2020년 3월 학평 15번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","56","중","4"
"887","b1d46342-6caa-40de-b4a6-0bc281065f54","정법109.png","정법109-a.png","2024년 3월 학평 5번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","66","하","5"
"888","9dd72068-d172-4eef-a163-660002587db7","정법108.png","정법108-a.png","2020학년도 수능 8번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","86","하","2"
"889","cf88572e-47b6-447d-b22b-323e498b0c7d","정법107.png","정법107-a.png","2024년 4월 학평 11번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","86","하","3"
"890","6d2beb59-3291-4374-ab8a-b82dccb92784","정법106.png","정법106-a.png","2021학년도 6월 모평 7번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","84","하","1"
"891","ea6f5648-c6db-4662-8b23-0cdddf029940","정법105.png","정법105-a.png","2023학년도 9월 모평 3번","2023","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","85","하","1"
"892","328894a7-5cf4-4cb7-99e7-ce838df8a18e","정법104.png","정법104-a.png","2020년 4월 학평 4번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","74","하","1"
"893","da11dbcd-0f7b-48a3-8103-036cb78649a0","정법103.png","정법103-a.png","2024학년도 9월 모평 3번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","84","하","1"
"894","0834c72f-c3ab-4761-b29d-e07cc9bfcbea","정법102.png","정법102-a.png","2024년 7월 학평 4번","2024","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","75","하","1"
"895","85ef1f3e-80dc-4258-ad82-2e41ed2d1409","정법101.png","정법101-a.png","2021년 7월 학평 3번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","80","하","3"
"896","aecfdf1a-cc0d-4eb7-9cac-a1e5e44caa26","정법100.png","정법100-a.png","2021년 4월 학평 8번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","83","하","2"
"897","6c1daeda-24c7-42a2-b43c-fa856f49fb1e","정법99.png","정법99-a.png","2021학년도 수능 4번","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","정치와 법","80","하","1"
