"global_index","순번","문제 파일명","정답 파일명","통합사회 1권/2권","대단원","소단원 (자세한)","기존 사탐 범주","내신 난이도 (상,중,하)","정답율%","기출문제 유무 (Y/N)","태그 (쉼표구분)","출처"
"734","320",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","76","Y","인플레이션","2021학년도 6월 모평 2번"
"735","321",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","60","Y","인플레이션","2024학년도 6월 모평 13번"
"736","322",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","90","Y","인플레이션","2021년 7월 학평 7번"
"737","323",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","87","Y","인플레이션","2021년 10월 학평 8번"
"738","324",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","85","Y","인플레이션","2019년 4월 학평 11번"
"739","325",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","76","Y","인플레이션","2023년 7월 학평 11번"
"740","326",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","66","Y","인플레이션","2020년 4월 학평 8번"
"741","327",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","84","Y","인플레이션","2022학년도 6월 모평 12번"
"742","328",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","69","Y","인플레이션","2024년 4월 학평 8번"
"743","329",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","79","Y","인플레이션","2024학년도 9월 모평 7번"
"744","330",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","74","Y","인플레이션","2024년 7월 학평 5번"
"745","331",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","59","Y","인플레이션","2020년 3월 학평 15번"
"746","332",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","51","Y","인플레이션","2022년 4월 학평 19번"
"747","333",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","71","Y","인플레이션","2021학년도 9월 모평 17번"
"748","334",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","91","Y","인플레이션","2022년 10월 학평 7번"
"749","335",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","81","Y","인플레이션","2024학년도 수능 18번"
"750","336",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","68","Y","인플레이션","2024년 3월 학평 4번"
"751","337",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","68","Y","인플레이션","2021년 3월 학평 18번"
"752","338",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","74","Y","인플레이션","2024년 10월 학평 4번"
"753","339",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","45","Y","총수요와 총공급","2019년 10월 학평 8번"
"754","340",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","89","Y","총수요와 총공급의 변동 요인","2020년 4월 학평 14번"
"755","341",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","75","Y","총수요와 총공급의 변동 요인","2021학년도 9월 모평 11번"
"756","342",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","57","Y","총수요와 총공급의 변동 요인","2023년 3월 학평 19번"
"757","343",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","82","Y","총수요와 총공급의 변동 요인","2022년 7월 학평 15번"
"758","344",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","74","Y","총수요와 총공급의 변동 요인","2020학년도 9월 모평 18번"
"759","345",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","86","Y","총수요와 총공급의 변동 요인","2022학년도 9월 모평 16번"
"760","346",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","87","Y","총수요와 총공급의 변동 요인","2021년 10월 학평 16번"
"761","347",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","84","Y","총수요와 총공급의 변동 요인","2021년 7월 학평 19번"
"762","348",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","74","Y","총수요와 총공급의 변동 요인","2023년 7월 학평 15번"
"763","349",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","82","Y","총수요와 총공급의 변동 요인","2023학년도 수능 18번"
"764","350",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","63","Y","총수요와 총공급의 변동 요인 + 국민 경제의 균형 변동","2025학년도 6월 모평 6번"
"765","351",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","56","Y","국민 경제의 균형 변동","2020년 7월 학평 14번"
"766","352",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","73","Y","국민 경제의 균형 변동","2023년 4월 학평 18번"
"767","353",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","67","Y","국민 경제의 균형 변동","2020학년도 6월 모평 12번"
"768","354",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","88","Y","국민 경제의 균형 변동","2022학년도 수능 12번"
"769","355",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","47","Y","국민 경제의 균형 변동","2022년 3월 학평 12번"
"770","356",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","55","Y","국민 경제의 균형 변동","2019년 7월 학평 12번"
"771","357",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","72","Y","국민 경제의 균형 변동","2020년 10월 학평 18번"
"772","358",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","71","Y","국민 경제의 균형 변동","2020학년도 수능 16번"
"773","359",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","70","Y","국민 경제의 균형 변동","2020년 3월 학평 17번"
"774","360",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","62","Y","국민 경제의 균형 변동","2019년 3월 학평 5번"
"775","361",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","58","Y","총수요와 총공급의 변동 요인","2025학년도 9월 모평 13번"
"776","362",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","상","33","Y","정부의 재정 정책","2020학년도 수능 12번"
"777","363",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","71","Y","중앙은행의 통화(금융) 정책","2021년 7월 학평 16번"
"778","364",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","71","Y","중앙은행의 통화(금융) 정책","2022학년도 9월 모평 7번"
"779","365",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","51","Y","중앙은행의 통화(금융) 정책","2019년 7월 학평 19번"
"780","366",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","80","Y","중앙은행의 통화(금융) 정책","2022년 4월 학평 11번"
"781","367",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","69","Y","중앙은행의 통화(금융) 정책","2025학년도 6월 모평 7번"
"782","368",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","79","Y","중앙은행의 통화(금융) 정책","2023년 4월 학평 7번"
"783","369",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","70","Y","경제 안정화 정책","2023년 3월 학평 6번"
"784","370",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","80","Y","경제 안정화 정책","2021년 4월 학평 7번"
"785","371",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","56","Y","경제 안정화 정책","2019년 3월 학평 8번"
"786","372",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","71","Y","경제 안정화 정책","2021학년도 6월 모평 8번"
"787","373",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","75","Y","경제 안정화 정책","2022년 7월 학평 19번"
"788","374",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","상","38","Y","경제 안정화 정책","2022년 3월 학평 9번"
"789","375",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","75","Y","경제 안정화 정책","2020년 4월 학평 16번"
"790","376",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","67","Y","경제 안정화 정책","2020학년도 9월 모평 12번"
"791","377",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","67","Y","경제 안정화 정책","2023년 7월 학평 2번"
"792","378",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","56","Y","경제 안정화 정책","2022년 10월 학평 9번"
"793","379",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","75","Y","경제 안정화 정책","2023년 10월 학평 6번"
"794","380",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","65","Y","경제 안정화 정책","2020학년도 6월 모평 10번"
"795","381",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","69","Y","경제 안정화 정책","2021년 3월 학평 5번"
"796","382",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","71","Y","경제 안정화 정책","2022학년도 6월 모평 10번"
"797","383",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","86","Y","경제 안정화 정책","2020학년도 수능 5번"
"798","384",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","56","Y","경제 안정화 정책","2018년 4월 학평 15번"
"799","385",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","51","Y","경제 안정화 정책","2021년 10월 학평 10번"
"800","386",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","92","Y","경제 안정화 정책","2022학년도 수능 7번"
"801","387",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","71","Y","경제 안정화 정책","2023학년도 9월 모평 13번"
"802","388",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","69","Y","경제 안정화 정책","2019년 4월 학평 20번"
"803","389",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","50","Y","경제 안정화 정책","2020년 7월 학평 18번"
"804","390",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","60","Y","경제 안정화 정책","2023학년도 6월 모평 13번"
"805","391",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","59","Y","경제 안정화 정책","2019년 10월 학평 14번"
"806","392",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","86","Y","경제 안정화 정책","2024년 7월 학평 18번"
"807","393",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","57","Y","경제 안정화 정책","2021학년도 수능 19번"
"808","394",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","44","Y","경제 안정화 정책","2024학년도 9월 모평 18번"
"809","395",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","65","Y","경제 안정화 정책","2024학년도 수능 13번"
"810","396",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","중","59","Y","경제 안정화 정책","2024년 3월 학평 15번"
"811","397",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","82","Y","경제 안정화 정책","2025학년도 9월 모평 11번"
"812","398",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","71","Y","경제 안정화 정책","2025학년도 수능 16번"
"813","399",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","62","Y","경제 안정화 정책","2024년 10월 학평 5번"
"814","400",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","65","Y","절대 우위와 비교 우위","2019학년도 9월 모평 2번"
"815","401",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","73","Y","비교 우위와 생산 가능 곡선","2021년 10월 학평 2번"
"816","402",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","45","Y","비교 우위와 생산 가능 곡선","2020년 7월 학평 20번"
"817","403",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","55","Y","비교우위와 교역조건","2024학년도 수능 9번"
"818","404",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","60","Y","비교우위와 교역조건","2022학년도 9월 모평 20번"
"819","405",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","58","Y","비교우위와 교역조건","2020년 3월 학평 14번"
"820","406",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","66","Y","기회비용과 비교우위","2021학년도 9월 모평 13번"
"821","407",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","61","Y","비교우위와 교역조건","2024학년도 9월 모평 14번"
"822","408",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","50","Y","비교우위와 교역조건","2021년 3월 학평 15번"
"823","409",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","58","Y","비교우위와 교역조건","2025학년도 9월 모평 14번"
"824","410",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","54","Y","비교우위와 교역조건","2020년 10월 학평 16번"
"825","411",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","43","Y","비교우위와 교역조건","2023년 4월 학평 10번"
"826","412",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","67","Y","비교우위와 교역조건","2022학년도 수능 10번"
"827","413",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","62","Y","기회비용과 비교우위","2020학년도 6월 모평 7번"
"828","414",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","53","Y","비교우위와 교역조건","2024학년도 6월 모평 15번"
"829","415",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","48","Y","비교우위와 교역조건","2021년 7월 학평 6번"
"830","416",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","41","Y","비교우위와 교역조건","2022년 3월 학평 20번"
"831","417",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","66","Y","비교우위와 교역조건","2024년 10월 학평 19번"
"832","418",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","62","Y","기회비용과 비교우위","2021학년도 6월 모평 14번"
"833","419",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","52","Y","비교우위와 교역조건","2022년 4월 학평 15번"
"834","420",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","60","Y","비교우위와 교역조건","2019년 4월 학평 18번"
"835","421",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","48","Y","비교우위와 교역조건","2023학년도 6월 모평 18번"
"836","422",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","42","Y","비교우위와 교역조건","2021학년도 수능 15번"
"837","423",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","48","Y","비교우위와 교역조건","2022년 10월 학평 20번"
"838","424",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","49","Y","기회비용과 비교우위","2021년 4월 학평 12번"
"839","425",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","51","Y","비교우위와 교역조건","2022년 7월 학평 20번"
"840","426",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","67","Y","비교우위와 교역조건","2022학년도 6월 모평 19번"
"841","427",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","53","Y","비교우위와 교역조건","2023년 3월 학평 15번"
"842","428",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","40","Y","기회비용과 비교우위","2019년 7월 학평 20번"
"843","429",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","46","Y","기회비용과 비교우위","2024년 3월 학평 20번"
"844","430",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","52","Y","기회비용과 비교우위","2023년 7월 학평 19번"
"845","431",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","47","Y","비교우위와 교역조건","2024년 4월 학평 19번"
"846","432",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","48","Y","비교우위와 교역조건","2023년 10월 학평 20번"
"847","433",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","62","Y","비교우위와 교역조건","2020년 4월 학평 20번"
"848","434",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","49","Y","기회비용과 비교우위 + 비교우위와 교역조건","2025학년도 6월 모평 15번"
"849","435",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","47","Y","비교우위와 교역조건","2020학년도 수능 18번"
"850","436",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","50","Y","비교우위와 교역조건","2019년 10월 학평 15번"
"851","437",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","52","Y","비교우위와 교역조건","2024년 7월 학평 20번"
"852","438",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","57","Y","비교우위와 교역조건","2023학년도 수능 12번"
"853","439",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","48","Y","비교우위와 교역조건","2020학년도 9월 모평 15번"
"854","440",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","59","Y","비교우위와 교역조건","2023학년도 9월 모평 17번"
"855","441",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","53","Y","기회비용과 비교우위","2019년 3월 학평 20번"
"856","442",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","상","36","Y","기회비용과 비교우위 + 비교우위와 교역조건","2025학년도 수능 11번"
"857","443",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","82","Y","환율의 결정과 변동","2021학년도 6월 모평 10번"
"858","444",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","62","Y","환율의 결정과 변동","2023학년도 6월 모평 4번"
"859","445",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","60","Y","환율의 결정과 변동","2020년 3월 학평 19번"
"860","446",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","63","Y","환율의 결정과 변동","2020년 4월 학평 12번"
"861","447",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","86","Y","환율 변동의 영향","2024학년도 수능 6번"
"862","448",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","상","37","Y","환율의 결정과 변동","2020학년도 9월 모평 13번"
"863","449",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","66","Y","환율의 결정과 변동","2020학년도 수능 9번"
"864","450",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","61","Y","환율의 결정과 변동","2022년 7월 학평 18번"
"865","451",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","64","Y","환율의 결정과 변동","2024학년도 6월 모평 9번"
"866","452",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","66","Y","환율 변동의 영향","2023년 4월 학평 11번"
"867","453",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","55","Y","환율 변동의 영향","2022년 7월 학평 12번"
"868","454",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","46","Y","환율 변동의 영향","2019년 7월 학평 18번"
"869","455",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","74","Y","환율 변동의 영향","2021학년도 수능 12번"
"870","456",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","62","Y","환율 변동의 영향","2023학년도 수능 19번"
"871","457",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","44","Y","환율 변동의 영향","2022년 3월 학평 14번"
"872","458",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","91","Y","환율 변동의 영향","2022학년도 수능 5번"
"873","459",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","63","Y","환율 변동의 영향","2020년 10월 학평 13번"
"874","460",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","53","Y","환율 변동의 영향","2023년 3월 학평 7번"
"875","461",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","64","Y","환율 변동의 영향","2023년 7월 학평 12번"
"876","462",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","52","Y","환율 변동의 영향","2024학년도 9월 모평 19번"
"877","463",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","71","Y","환율 변동의 영향","2025학년도 6월 모평 18번"
"878","464",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","44","Y","환율 변동의 영향","2024년 4월 학평 14번"
"879","465",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","79","Y","환율 변동의 영향","2022년 10월 학평 15번"
"880","466",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","63","Y","환율 변동의 영향","2024년 3월 학평 5번"
"881","467",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","41","Y","환율 변동의 영향","2022년 4월 학평 17번"
"882","468",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","55","Y","환율 변동의 영향","2019년 4월 학평 9번"
"883","469",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","70","Y","환율 변동의 영향","2021년 3월 학평 19번"
"884","470",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","55","Y","환율 변동의 영향","2019년 3월 학평 17번"
"885","471",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","85","Y","환율 변동의 영향","2021년 10월 학평 3번"
"886","472",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","67","Y","환율 변동의 영향","2024년 7월 학평 6번"
"887","473",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","76","Y","환율 변동의 영향","2023학년도 9월 모평 8번"
"888","474",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","중","55","Y","환율 변동의 영향","2020년 7월 학평 6번"
"889","475",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","74","Y","환율 변동의 영향","2022학년도 6월 모평 18번"
"890","476",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","68","Y","환율 변동의 영향","2020학년도 6월 모평 17번"
"891","477",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","77","Y","환율 변동의 영향","2019년 10월 학평 5번"
"892","478",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","74","Y","환율 변동의 영향","2021년 4월 학평 16번"
"893","479",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","67","Y","환율 변동의 영향","2023년 10월 학평 19번"
"894","480",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","73","Y","환율 변동의 영향","2021학년도 9월 모평 14번"
"895","481",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","70","Y","환율 변동의 영향","2022학년도 9월 모평 10번"
"896","482",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","74","Y","환율 변동의 영향","2021년 7월 학평 18번"
"897","483",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","82","Y","환율 변동의 영향","2024년 10월 학평 11번"
"898","484",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","66","Y","환율 변동의 영향","2025학년도 9월 모평 4번"
"899","485",,,"통합사회2","시장 경제와 지속가능발전","국제 분업과 무역","경제","하","60","Y","환율 변동의 영향","2025학년도 수능 17번"
"900","486",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","64","Y","수입과 지출 및 신용 관리","2025학년도 9월 모평 16번"
"901","487",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","55","Y","수입과 지출 및 신용 관리","2024년 4월 학평 12번"
"902","488",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","63","Y","수입과 지출 및 신용 관리","2021학년도 6월 모평 17번"
"903","489",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","80","Y","수입과 지출 및 신용 관리","2019년 3월 학평 13번"
"904","490",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","76","Y","수입과 지출 및 신용 관리","2021학년도 6월 모평 17번"
"905","491",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","59","Y","수입과 지출 및 신용 관리","2021년 3월 학평 17번"
"906","492",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","중","51","Y","수입과 지출 및 신용 관리","2022년 3월 학평 19번"
"907","493",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","63","Y","수입과 지출 및 신용 관리","2019년 7월 학평 2번"
"908","494",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","65","Y","수입과 지출 및 신용 관리","2023학년도 9월 모평 10번"
"909","495",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","77","Y","수입과 지출 및 신용 관리","2023학년도 수능 4번"
"910","496",,,"통합사회2","시장 경제와 지속가능발전","자산 관리와 금융 생활 설계","경제","하","74","Y","수입과 지출 및 신용 관리","2024학년도 6월 모평 18번"
